Query: 浙江大学紫金港校区海洋大楼南侧浙江大学建筑工程学院A楼(南大门), Truth: 紫金港路隧道东200米浙江大学建筑工程学院A楼(南门), Distance: 19123
Query: 文泽北路与金乔街交叉口东北120米文泽北路星野花苑11幢, Truth: 星野花苑四区11幢(文泽北路东)星野花苑4区11幢, Distance: 17905
Query: 南秀路以北南苑停车场, Truth: 市心南路728号潘水南苑潘水南苑停车场, Distance: 805
Query: 星光国际广场对面新大集团大厦内部停车点(出入口), Truth: 新大集团大厦内部停车场(出入口), Distance: 452
Query: 明园路与半山路交叉口南90芈卫生服务中心, Truth: 明园路1-1号附近半山街道社区卫生服务中心(西2门), Distance: 560
Query: 渚家圩桥附近河滨之城水澜1栋, Truth: 五常港路融创·河滨之城水澜轩1幢融创河滨之城1期1号楼, Distance: 12475
Query: 山西园路与禹航路交叉路口东南方向中国电信余杭分店, Truth: 余杭镇中国电信余杭区分公司余杭分局, Distance: 640
Query: 城隍庙路36号萧山农商行, Truth: 城隍庙路36号萧山农商银行(同二分理处), Distance: 919
Query: 机电市场(萧山区)隔壁邮政局党委会, Truth: 商业城站前路238号中国邮电工会萧山区邮政局委员会, Distance: 36670
Query: 崇韵街附近余之城小区北西门, Truth: 迎宾路445附近余之城(西北门), Distance: 189
Query: 外环路北50米名门世家小区停车处+(出口), Truth: 外环南路北50米名门世家小区停车场(出入口), Distance: 29396
Query: 南星桥地铁站D口往东南走向方230米就是那个百果园春江花月了店，卖水果的地方, Truth: 飞云江路26-12号百果园PAGODA(春江花月店), Distance: 11719
Query: 赞成美树东面小区5-4号, Truth: 赞成美树(金恒路东)运河锦庭5-4号, Distance: 14180
Query: 学林街与文泽路交叉口附近幸福里烤串(福雷德广场店), Truth: 白杨街道文泽路99号福雷德广场F2层幸福里烤串, Distance: 15
Query: 振兴西路与风荷路交叉口偏西北艺术大楼, Truth: 振兴西路余杭高级中学余杭高级中学艺术楼, Distance: 807
Query: 同仁家园西区旁81同仁汇·邻里B1层, Truth: 嘉仁路与广业街交叉口西侧同仁汇·邻里中心B1层81(同仁汇·邻里中心), Distance: 841
Query: 方元路与松乔街交叉口250米附近街道社区中心(南门), Truth: 松乔街768号下沙街道社区卫生服务中心(南门), Distance: 885
Query: 滨安路与固陵路交叉口西北110米燕语林森公寓6座, Truth: 西兴镇(宾安路固陵路交叉口)燕语林森公寓6幢, Distance: 538
Query: 宁泰路往南无接触·未来宾馆(奥体博览店), Truth: 市心北路与建设四路交叉口东北角无接触·未来酒店(杭州奥体博览城建设三路地铁站店), Distance: 3313
Query: 苏宁生活广场西南边半道红小区4幢, Truth: -密渡桥路半道红小区4幢, Distance: 8210
Query: 徐家门路与金家渡北路交叉口东北100米金家渡小区32, Truth: 金家渡北苑32号楼(徐家门路东)金家渡北苑东区32号楼, Distance: 802
Query: 25号大街西170米浙江惠松有限公司(南侧门), Truth: 10号路东168号浙江惠松制药有限公司(南门), Distance: 3350
Query: 浙江图书馆旁边来电(杭州少年儿童图书室）, Truth: 曙光路75号来电(杭州少年儿童图书馆), Distance: 803
Query: 京惠花园东北方充电站, Truth: 机场路35-49号京惠花园商业区停车场小桔充电站(江干区京惠花园), Distance: 761
Query: 永丰公园附近永佳西苑108栋, Truth: 石桥路520号楼对面永丰社区永佳西苑108号楼, Distance: 597
Query: 余杭塘路与枫树路交叉口东南120米龙湖西溪街3号门, Truth: 枫树路与余杭塘路交叉口东南方向110米龙湖西溪天街(3号门), Distance: 608
Query: 绿城·蓝庭西区凌霄院西北边图书大厦, Truth: 北沙西路与月荷路交叉路口西北侧(绿城蓝庭北侧)金都夏宫图书馆, Distance: 895
Query: 富春·红郡东向方北绿城·七里香溪(东北门), Truth: 二黄线绿城·七里香溪别墅园(东北门), Distance: 17218
Query: 六号大街与二十五号大街东北方向优邦管家服务店(金沙学府店), Truth: 第6大道金沙学府66优邦管家(金沙学府商业步行街), Distance: 848
Query: 杭州孔庙里面发帖廊, Truth: 劳动路与紫薇街交叉口西北100米杭州孔庙-法帖廊, Distance: 916
Query: 招商雍华里西侧茂悦府7幢, Truth: 新塘路招商雍华里南侧约30米世茂·茂悦府7幢, Distance: 250
Query: 九乔街南侧东北2大门, Truth: 金堡街287蓝桥名苑南区(东北2门), Distance: 612
Query: 沈家路北侧物美收货点, Truth: 东新路655号西联广场B1层物美收货区, Distance: 670
Query: 纺织工业园区旁边浙江恒逸石化伍号仓, Truth: 纺织工业园区(成虎路南)浙江恒逸石化有限公司伍号仓库, Distance: 136
Query: 杭州松朗冷链物流有限公司对面联德机械有限公司(南门), Truth: 江干区经济技术开发区18号大街77号联德机械(杭州)有限公司(南门), Distance: 799
Query: 杭州市下城区妇幼保健院东边公共卫生间(横燕子弄小区), Truth: 横燕子弄6幢边公共厕所(横燕子弄), Distance: 832
Query: 向阳路北南翔名院, Truth: 向阳路418号南翔名苑, Distance: 33033
Query: 浙江金恒德汽车用品城A区(北门旁边固特异轮胎服务部, Truth: 金恒德汽配城A区固特异轮胎, Distance: 103
Query: 文一西路558号诚园致诚苑8幢, Truth: 崇仁路绿城·西溪诚园致诚苑8号楼绿城·西溪诚园致诚苑8号楼, Distance: 550
Query: 仓兴街348号杭州办事自助终端机, Truth: 仓前街道仓兴街348号杭州办事综合自助终端机(仓前派出所), Distance: 338
Query: 兴耀龙湖·天泱雅筑(建设中)附近杨家分园-奋进楼停车点, Truth: 沈家路159号创新中国产业园杨家分园-奋进楼地面停车场, Distance: 66221
Query: 明石路与草庄路交叉口附近金色黎明2期9幢, Truth: 笕桥同协路滨江·金色黎明二期滨江·金色黎明2期9幢, Distance: 856
Query: 祥兴路东招商银行(北部软件园小微企业支行), Truth: 祥园路37号1层招商银行(北部软件园小微企业专营支行), Distance: 11870
Query: 花园路西面瓶窑工人文化宫北侧门, Truth: 瓶窑工人文化宫北门(崇北街南)瓶窑工人文化宫(北门), Distance: 203
Query: 星都嘉苑东北侧流水西苑社区居委员会, Truth: 朝晖路与沙田里交叉口东南100米流水西苑社区居务监督委员会, Distance: 359
Query: 四世同堂人家正南耀江广厦1329公共自行车租赁处, Truth: 中山中路231号耀江广厦1329公共自行车租赁点, Distance: 799
Query: 古墩路与通和街交叉路口附近幸福里5号楼, Truth: 古墩路与通和街交叉路口往东约80米幸福里5幢, Distance: 915
Query: 可蒂烘焙工作室东北方向如家旅店钱江新城四季青采荷路店, Truth: 采荷路41号如家商旅酒店(杭州钱江新城四季青采荷路店), Distance: 761
Query: 文一西路和古墩路交叉口新金都城市停车场, Truth: 古墩路415号附近新金都城市花园停车场, Distance: 963
Query: 教工路88号立元办公楼停车出入点, Truth: 教工路88号立元大厦停车场(出入口), Distance: 739
Query: 东站西子国际大厦C幢105老娘舅中餐厅(东站西子), Truth: 环站东路777号东站西子国际大厦C幢105老娘舅(西子国际店), Distance: 725
Query: 萍水街北侧1期小区, Truth: 萍水街380号万家花城1期, Distance: 753
Query: 新沙岛景区游乐园西北方222米新沙岛水上游乐园, Truth: 新沙岛旅游度假区新沙岛水上乐园水上乐园, Distance: 602
Query: 风情大道偏西湖头陈花苑小区, Truth: 跨月路与风情大道交叉口西100米湖头陈花苑, Distance: 377
Query: 山阴路西侧众安假日饭店游泳池, Truth: 山阴路688号杭州萧山众安假日酒店3层众安假日酒店游泳池, Distance: 13384
Query: 烘焙优品临安店0隔壁浙商证券临安万马路业部, Truth: 钱王街968浙商证券临安万马路证券营业部, Distance: 828
Query: 中大广场对面的一个小区叫社坛苑的里面的第11幢, Truth: 杨广才弄24号社坛苑11幢社坛苑11号楼, Distance: 891
Query: 海月随园嘉树(南门)东侧石化金腾加油站, Truth: 北塘路1028号中国石化金腾加油站, Distance: 15984
Query: 育才北路东方全家, Truth: 金惠路萧山医院北大门全家便利店(萧山育才北路店), Distance: 657
Query: 丰庆路231号天阳美林湾南区林境府1幢, Truth: 丰庆路231号天阳美林湾南区林境苑1幢, Distance: 840
Query: i铭和苑新荷坊附近探梅小区停场, Truth: 学源街1409号附近铭和苑探梅坊停车场, Distance: 763
Query: 文海南路东侧浙江经贸之夜技术学院北(1门), Truth: 学源街171号附近浙江经贸职业技术学院(北1门), Distance: 136446
Query: 网周路附近NITORI购物永旺梦乐城店, Truth: 古墩路1888号永旺梦乐城2层NITORI(永旺梦乐城店), Distance: 7925
Query: 靖港村8组52号大门, Truth: 靖江镇靖江街道靖港村8组52号东大门超市(岩南线), Distance: 979
Query: 博园路1号电子市场-明励电子商行, Truth: 博园路1号杭州电子市场-明励电子商行, Distance: 365
Query: 三姐健康蒸面附近百脑汇科技大厦地下停车点, Truth: 教工路23号百脑汇科技大厦百脑汇科技大厦地下停车场, Distance: 614
Query: 彭埠街道社区卫生服务中心对面公共厕所元宝塘(公园), Truth: 元宝塘巷与元宝塘南巷口公共厕所(元宝塘公园), Distance: 662
Query: 文三西路与丰潭路东南方向古荡新村西54号楼, Truth: 西湖区古荡新村西54幢, Distance: 669
Query: 圣塘景区1号湖畔居茶馆(湖滨), Truth: 圣塘景区1号杭州湖畔居茶楼(湖滨店), Distance: 3775
Query: 沈半路东侧木林森照明灯具(建华市场), Truth: 建华装饰材料市场五区A1004号木林森照明(建华市场), Distance: 822
Query: 江南大道和网商路交叉口偏东南禾府家居, Truth: 江南大道1090第六空间灯饰软装馆三楼H328杭州禾府家居有限公司, Distance: 7105
Query: 锦良路东北方向望梅路良熟新苑13号楼, Truth: 西安社区望梅路赞成首府(良熟新苑附近)良熟新苑13号楼, Distance: 368
Query: 西子公寓住宅区北边西湖花苑停车场, Truth: 环城西路18号西湖花苑停车场, Distance: 426
Query: 环城北路北浙江省二号院, Truth: 密渡桥路51-1号浙江省行政中心二号院, Distance: 969
Query: 杭州市中策职业学校霞湾校区旁公园停车场, Truth: 大兜路与霞湾巷交叉口南50米富义仓公园停车场(出入口), Distance: 555
Query: 西溪谷新经济产业园旁边西溪598宾馆停车位, Truth: 古墩路附近西溪598宾馆地下停车库, Distance: 899
Query: 凌霄街北段停车场公寓南, Truth: 西部生活区南区1号路与西部生活区南区4号路交叉口南50米停车场(盛泰名都公寓南), Distance: 348
Query: 波箱维修附近萧山伟业汽车维修, Truth: 党柯路86号(佳丽花边)杭州萧山伟业汽车修理厂, Distance: 41903
Query: 冬泽巷西侧蛇口, Truth: 留石高架路与留石高架路出口交叉口西南150米招商蛇口, Distance: 261
Query: 冠新佳苑附近联庄二期, Truth: 东冠路与东冠支路交叉路口往西北约150米联庄二期过渡房, Distance: 16495
Query: 余杭塘路与创景路交叉口东南方向的沙田国际大厦面前那条街对到就是奥克斯未来中心直接上2楼就看得到牛排店, Truth: 余杭塘路与创景路交叉口奥克斯未来中心2楼联豪牛排(奥克斯广场店), Distance: 605
Query: 景兴路与东莲街交叉口东北方向140米梦想天使村东南1门, Truth: 东莲街与景兴路交叉口东150米梦想小镇天使村(东南1门), Distance: 800
Query: 工艺大厦东南方永安商务微微新娘, Truth: 庆春路148号永安商务楼1层、6层(近众安桥)微微新娘(皇诰巷), Distance: 24108
Query: 银爵实际公寓东面学院教学7号, Truth: 爱国路与警严路交叉口东北50米浙江警察学院-7号教学楼, Distance: 993
Query: 中国中铁七局西北方向家和西苑4号楼, Truth: 家和西苑3号楼(浙江工业大学东北)家和西苑4号楼, Distance: 465
Query: 临和家苑南区东边家园67号楼, Truth: 东湖枣李家园(新丝路西)枣李家园67号楼, Distance: 595
Query: 育才北路685号, Truth: 育才北路685号萧山百草味专卖店门店(百草味团购), Distance: 20617
Query: 江晖路到江南大道交叉口江南大道西门子燃气灶, Truth: 江南大道288号苏宁易购2层西门子燃气灶, Distance: 751
Query: 黄姑山小路与黄姑山横路交叉口附近医学科学院3号楼, Truth: 天目山路182号浙江省医学科学院3幢, Distance: 414
Query: 九米路候潮路交叉口东100米自行车租赁, Truth: 紫阳候潮路金都华府东金都华府自行车租赁点, Distance: 842
Query: 头格月雅城对面头格江景小区2区(北门), Truth: 月雅路与海通街交叉口东100米头格江景家园2区(北门), Distance: 50
Query: 华银公寓东南角大学路小学(华藏校)警务岗, Truth: 大学路28-1号附近小营派出所大学路小学(华藏校区)警务岗, Distance: 15248
Query: 文一西路北朴森整体软装设计中心, Truth: 文一西路城西第六空间2楼朴森软装设计中心F201第六空间&朴森整体软装设计中心, Distance: 6059
Query: 董家弄20幢2单元103室中国国旅旅游公司(董家弄), Truth: 董家弄20幢2单元103室中国国旅旅行社(董家弄), Distance: 8256
Query: 育才北路685号萧山百草味专卖, Truth: 育才北路685号萧山百草味专卖店门店(百草味团购), Distance: 671
Query: 临东家园北面59幢, Truth: 东湖振兴东路枣李家园枣李家园59号楼, Distance: 1151
Query: 狮山路和文一西路交叉口以北同城印象东区住宅区(西1门), Truth: 狮山路424号附近同城印象东区(西1门), Distance: 28001
Query: 四铜线南绿城别墅园东北门, Truth: 二黄线绿城·七里香溪别墅园(东北门), Distance: 161
Query: 访溪上酒店南边印象城海底捞火锅, Truth: 五常大道西溪印象城二期1F、2F海底捞火锅(西溪印象城店), Distance: 23657
Query: 观澜路北边亚运村建设指挥部, Truth: 观澜路附近杭州市亚运村建设指挥部, Distance: 26352
Query: 鑫望洗车洗衣生活馆附近锐步(奥特莱斯), Truth: 江滨东大道889号杭州首创奥特莱斯锐步(首创奥特莱斯店), Distance: 830
Query: 东湖公园(艺尚人才公园)东面开发有限公司(二期展示厅), Truth: 南苑街道艺尚中心艺尚物业杭州艺尚建设开发有限公司(艺尚中心二期展示厅), Distance: 984
Query: 蕙兰雅路269号丁桥景园南苑-9, Truth: 蕙兰雅路269号丁桥景园南苑9幢, Distance: 375
Query: 望江路与江城路交叉口东南方向云雀苑商住城8号楼, Truth: 江城路562号云雀苑商住城8幢, Distance: 18156
Query: 中兴公寓西南角中兴公寓1号, Truth: 中兴公寓1号中兴公寓1幢, Distance: 926
Query: 西溪花园·蒹葭苑附近创业园停车点(出入口), Truth: 文一西路857号润龙·智慧产业园地下停车场杭州智慧产业创业园停车场(出入口), Distance: 986
Query: 运道西南边仓基社区28号楼, Truth: 湖墅南路460号仓基新村社区28幢, Distance: 17547
Query: 政法街北侧临平职业高级中学(东南门), Truth: 政法街139杭州市临平职业高级中学(东南门), Distance: 27794
Query: 老复兴街40-42号配送仓库, Truth: 复兴街40-42号杭州市盐业配送中心, Distance: 21933
Query: 临平区农副产品交易中心旁电动车车行, Truth: 杭海路1670号小贺电动车车行(逸家花苑店), Distance: 830
Query: 杭州博艺纺织有限公司旁边栅庄桥盛江仓库, Truth: 仁和镇栅庄桥工业区52号杭州博艺纺织有限公司(三楼)盛江仓库, Distance: 151
Query: 上仓桥路和中河南路交叉口东南方宾悦商务宾馆(中河南路店), Truth: 中河南路35号(近鼓楼美食街河坊街,火车城站)宾悦商务酒店(中河南路店), Distance: 724
Query: 天目山路背面浙江大学教育商场(启真名苑店), Truth: 保俶北路12号启真名苑10幢1号浙江大学教育超市(启真名苑店), Distance: 868
Query: 留和路边上路边停车场, Truth: 留和路浙江科技学院小和山校区东侧约30米路边停车场(留和路), Distance: 14697
Query: 园沙路工农路交叉口南侧街电充电(工家路娘家人), Truth: 工农路8号街电(娘家人老房子菜馆), Distance: 838
Query: 大关路189号万通中心B座大厅三井城市, Truth: 小河街道大关路189号万通中心B座三井城市公寓(杭州万通中心店), Distance: 79622
Query: 西湖科技园西侧奥强1幢, Truth: 三墩镇西湖科技园西园五路6号奥强工业园区1幢, Distance: 34384
Query: 梅梓线东北方向建德七里扬帆姚坞客运码头, Truth: 乾潭镇子胥路274号建德七里扬帆姚坞旅游码头, Distance: 228
Query: 绿都贸世广场正北方向广场地铁B口, Truth: 5号线人民广场地铁站B口, Distance: 716
Query: 文居街南边天目艺术培训才育西路店, Truth: 育才西路501号德邻公寓天目艺术培训学校天目艺术培训学校瞳心艺术(育才西路店), Distance: 988
Query: 北塘河绿道以南绿都湖滨花园碧云天苑12号, Truth: 金惠路绿都湖滨花园碧云天苑12幢, Distance: 935
Query: 石桥路西侧产业园15栋, Truth: 拱墅区杭州经纬国际创意产业园15号楼, Distance: 7716
Query: 美盛大厦(建设中)对面A货翡翠, Truth: 古荡农贸市场支路与天目山路交叉口西北50米A货翡翠, Distance: 894
Query: 杭州市上城区体育中心西南边新城国际停车点, Truth: 富春路789号浙江宋都控股有限公司新城国际停车场, Distance: 33798
Query: 凤起路与武林路交叉路口东南方向住宅小区西区东门, Truth: 建德路8号附近武林街道长寿社区西区(东门), Distance: 2838
Query: 萧山农商银行边民族团结促进会(萧山邮政管理局北), Truth: 萧然南路468号杭州市萧山区民族团结促进会(萧山邮政管理局北), Distance: 713
Query: 银泰百货(西湖店)北方耀江公寓东1门, Truth: 定安路39号耀江广厦公寓(东1门), Distance: 22767
Query: 笕丁路东面园秋韵苑(丁城路大门), Truth: 田园秋韵苑(丁城路东)田园秋韵苑(西南门), Distance: 247
Query: 莫干山路630号-23新村23号楼, Truth: 莫干山路630号和睦新村23号楼, Distance: 423
Query: 万家花园万和苑6幢底层小区公共厕所, Truth: 万家花园万和苑6幢底层公共厕所(万家花园), Distance: 827
Query: 延安路与庆春路路口星巴克臻选(杭州嘉里中心1F店), Truth: 庆春路268号嘉里中心办公楼一层OL101a号单元星巴克臻选(嘉里中心1店), Distance: 801
Query: 南湖东路东侧栖凤园校区31号, Truth: 老余杭栖凤南苑(南湖东路东60米)栖凤南苑31号楼, Distance: 947
Query: 弘慧路与科园大道交叉口东南570米浙江体育职业技术学院停车处, Truth: 高教园区顺坝路浙江体育职业技术学院内浙江体育职业技术学院停车场, Distance: 37830
Query: 银爵世纪公寓东面浙江警察学校教学-7幢, Truth: 爱国路与警严路交叉口东北50米浙江警察学院-7号教学楼, Distance: 327
Query: 格畈家园北苑内部三排24号楼, Truth: 格畈家园中心路格畈家园北苑三排24号楼, Distance: 627
Query: 清湖路东送合时代下沙汽车维修有限公司, Truth: 松合时代商城6幢1.2.3店铺杭州下沙汽车维修有限公司, Distance: 5915
Query: 华中路和留石高架路交叉口东320米中石化加油站(石大路南站, Truth: 石大路华丰村中国石化加油站(石大路南), Distance: 663
Query: 育路西面如家酒店8612室, Truth: 萧绍路981号如家快捷酒店(杭州萧山萧绍路长途汽车总站店)F6层86128612(如家快捷酒店杭州萧山萧绍路长途汽车总站店), Distance: 811
Query: 东宁路与天城路交叉路口东北方向淳渔爸铜锅鱼中餐(恒祺商务分店), Truth: 东宁路与天城路交汇处恒祺商务中心五幢底商5室淳渔爸铜锅鱼(恒祺商务中心店), Distance: 807
Query: 永华街北面永佳91号栋, Truth: 拱墅区永佳苑91号楼, Distance: 850
Query: 荆长路西侧北苑小区东区6栋, Truth: 西溪北苑(东区)西溪北苑东区6幢, Distance: 451
Query: 二师兄饭庄(大庆路店)附近初级中学大门, Truth: 大庆路建德市大洋初级中学(东南1门), Distance: 773
Query: 会馆弄与衣锦街交叉口东面建设公司委员会, Truth: 衣锦街596临安农资大楼中共荣大建设有限公司支部委员会, Distance: 105
Query: 城南路与城南支路交叉路口东南方向大奇山文化家园, Truth: 城南路(桐庐碧桂园小区)大奇山社区文化家园, Distance: 2181
Query: 三馆路口对面东吴文化公园停车场出入口, Truth: 东吴文化公园东吴文化公园地下停车场(出入口), Distance: 950
Query: 温州路52-68号崇庆里3号, Truth: 温州路52-68号崇庆里3幢, Distance: 848
Query: 庆春路148号微微新娘皇诰巷, Truth: 庆春路148号永安商务楼1层、6层(近众安桥)微微新娘(皇诰巷), Distance: 913
Query: 杭州市育才教育集团文溪小学对面西溪花园·流芳苑17栋, Truth: 凌波路5号西溪花园流芳苑17幢西溪花园·流芳苑17号楼, Distance: 27073
Query: 迎宾路与S2杭甬高速交叉口附近临平高铁站(公交站), Truth: 403路高铁余杭(临平)站(公交站), Distance: 495
Query: 钱王街南面工程山小区1号楼, Truth: 临安区功臣山小区1号楼, Distance: 812
Query: 农林大老校区(公交站)对面农大东南校门, Truth: 城中街54浙江农林大学衣锦校区(东南1门), Distance: 2122
Query: 江南雅苑旁新安江中学(东南门), Truth: G320与汤家线交叉口西北方向50米新安江中学(南门), Distance: 624
Query: 静安花苑附近观音塘小区卫生站东北停车场, Truth: 观音塘路95号附近停车场(观音塘社区卫生服务站东北), Distance: 650
Query: 古墩路和文三西路交叉口西北方向服务站, Truth: 文三西路371号文新街道桂花园社区卫生服务站, Distance: 8016
Query: 金城路1038号中国邮政储蓄银行, Truth: 金城路1038号萧山水务大厦A座1层中国邮政储蓄银行(萧山区支行), Distance: 334
Query: 从运河东路与昙花庵路的交叉口顺着昙花庵路往东北的方向走大概80米处路的南边就是国网杭州供电公司钱塘运维班, Truth: 运河东路301正东方向140米国网杭州供电公司钱塘运维班, Distance: 803
Query: 之江路与洋泮路交汇处南苑23号楼, Truth: 美政路4号复兴南苑23号楼, Distance: 159
Query: 文三西路178号-4丽苑4号楼, Truth: 文三西路178号富丽苑4幢, Distance: 19349
Query: 锦上文澜公寓对面桑达小区4幢, Truth: 春华路桑达公寓桑达公寓4幢, Distance: 701
Query: 萧然南路468好民族团结促进会(萧山邮政管理局北), Truth: 萧然南路468号杭州市萧山区民族团结促进会(萧山邮政管理局北), Distance: 119961
Query: 园兴路与新塘路交叉口附近世O茂·茂月 府7号楼, Truth: 新塘路招商雍华里南侧约30米世茂·茂悦府7幢, Distance: 404
Query: 八卦新村附近杭州陶瓷品苏辉酒店用品经营部, Truth: 陶瓷品市场7厅3楼14-21号杭州陶瓷品市场苏辉酒店用品经营部, Distance: 845
Query: 金鸡路和萧杭路交叉口杭州市烟叶萧山分公司食盐配送中心8栋, Truth: 萧山区杭州市盐业有限公司萧山分公司食盐配送中心8栋, Distance: 951
Query: 星澜之城二期售楼部隔壁迎春苑北2门, Truth: 滨兴路121号迎春南苑(北2门), Distance: 735
Query: 古墩路东向同人大厦-B座-接送服务点, Truth: 同人广场-B座附近同人广场-B座-接送点, Distance: 942
Query: 阿锋发艺旁边通路盈宁服装厂有限公司, Truth: 横村方埠工业区(桐千路东)桐庐盈宁服装厂, Distance: 792
Query: 解放东路北面杭州3会展中心东北门, Truth: 解放东路4号附近杭州国际会议中心(东北门), Distance: 417
Query: 九溪玫瑰园东区西边西湖花园西北门, Truth: 五云路西湖花园南苑(西北门), Distance: 558
Query: 贤民街南侧经纬1号楼, Truth: 临平区经纬·御贤府1号楼, Distance: 723
Query: 民荣消防(古墩路)附近润达3门, Truth: 古墩路润达花园(西南3门), Distance: 76559
Query: 金月巷南侧绿景苑东园8栋, Truth: 古荡街道莲花街264号嘉绿景苑东园8幢, Distance: 934
Query: 文一西路522号西溪科创园停车处, Truth: 文新街道文一西路522号西溪科创园停车场, Distance: 7710
Query: 浙江树人大学致和园边浙江第二人民警察学校杭州校区, Truth: 七古路88号浙江第二人民警察学校国际关系学院杭州校区, Distance: 867
Query: 汀洲路与振兴西路交叉口南160米汀州花苑南区停车点, Truth: 汀洲路旁边汀州花苑南区停车场, Distance: 423
Query: 设计路西面良渚君澜酒店-洗手间, Truth: 良渚文化村内良渚君澜度假酒店良渚君澜度假酒店-洗手间, Distance: 751
Query: G60沪昆高速与之江东路交叉口红绿灯处向东走大概方向650米再向南走240米左右就能找到公共厕所沿江景观南了, Truth: 之江东路南200米公共厕所(沿江景观南), Distance: 656
Query: 假山路北蓝色霞湾花园5号楼, Truth: 假山路99号蓝色霞湾5幢, Distance: 584
Query: 尚德路西边经纬·御贤小区1幢, Truth: 临平区经纬·御贤府1号楼, Distance: 301
Query: 勤丰路与大农港路交叉口东南方向140米停车站, Truth: 勤丰路与明珠街交叉口北150米后珠家苑东区后珠家苑东区停车场, Distance: 843
Query: 港城大道与坞南线交叉口的东面杭州大会展中心地铁战C1口, Truth: 1号线杭州大会展中心地铁站C1口, Distance: 986
Query: 世导科技园2幢1层116室CASH·杭一站式新型汽车销售部, Truth: 仓前街道葛巷村世导科技园2幢1层116室CASH·杭一站式新型车行, Distance: 195
Query: 工信商务大楼附近新华书店（广场店, Truth: 临平街道临平木桥浜路112号文化广场新华书店(文化广场店), Distance: 700
Query: 建国北路736号3-8层全季大酒店(杭州西湖文化广场店), Truth: 建国北路736号(星新大厦)3-8层全季酒店(杭州西湖文化广场店), Distance: 71149
Query: 文一街小学对面浙大小区停车点东南, Truth: 保俶北路95号附近停车场(浙大小区东南), Distance: 19859
Query: 之江路西北面苑32号, Truth: 美政路7号美政花苑32幢美政花苑32号楼, Distance: 917
Query: 宗文弄北侧郑远元修脚房皮市巷店, Truth: 小营街道皮市巷129号郑远元专业修脚房(皮市巷店), Distance: 20585
Query: 浙江世贸君澜大饭店西面学校篮球训练场馆, Truth: 曙光路124号附近杭州市陈经纶体育学校篮球馆, Distance: 504
Query: 万安桥西弄与直大方伯交叉口偏北万安城市花园小区(西1门), Truth: 直大方伯42号万安城市花园(西1门), Distance: 864
Query: 玉古路西侧浙大游泳池(浙大玉古), Truth: 浙大路38浙江大学玉泉校区浙江大学游泳池(玉古路)(暂停营业), Distance: 609
Query: 湖州街西南侧杭州灯具市场灯饰展览中心, Truth: 沈半路131号杭州灯具市场鹏龙市场杭州灯具市场灯饰博览中心, Distance: 882
Query: 黄姑山横路56号黄龙海友酒店, Truth: 黄姑山横路56号海友酒店(杭州黄龙体育中心店), Distance: 620
Query: 杭州奥体博览城里面停车点, Truth: 观澜路与闻涛路交叉口西南200米杭州奥体博览城停车场, Distance: 669
Query: 柳浪东苑1期里面清流汉韵◑餐馆(柳浪闻莺店), Truth: 河坊街528号清流汉韵(柳浪闻莺店), Distance: 748
Query: 楼外楼(松木场店)附近西湖开发大楼国贸, Truth: 体育场路596西湖综合开发大楼2层杭州国贸, Distance: 267
Query: 浙江财经大学(下沙校区)内桃李苑20幢学源街, Truth: 下沙高教园区学源街118号桃李苑20幢浙江财经大学桃李苑20幢, Distance: 965
Query: 西溪国家湿地公园东区-初阳谷附近西溪天堂旅游综合体20幢, Truth: 西湖区西溪天堂旅游综合体20号楼, Distance: 7537
Query: 沙田国际大厦东边奥克斯未来之城1号楼, Truth: 余杭区奥克斯时代未来之城1号楼, Distance: 506
Query: 仁爱路133-12号金泊林公寓8幢, Truth: 仁爱路129号德信·金泊林公寓8幢, Distance: 7548
Query: 八百里柳庄北侧国家电网汽车(青山湖绿道充电站), Truth: 锦城街道科技大道(云安小镇门口)国家电网汽车充电站(浙江省杭州市临安区青山湖绿道充电站), Distance: 15552
Query: 421县道和万牧线交叉口边浮云岭公园停车场公共厕所, Truth: 何务村浮云岭生态公园公共厕所(浮云岭生态公园停车场), Distance: 71002
Query: 邮电路121号农信支行金融便民服务点, Truth: 邮电路121号浙江农信桐庐农商银行桐君支行金融便民服务点, Distance: 69123
Query: 潮王路2号停车处, Truth: 潮王路2号现代雅苑停车场, Distance: 769
Query: 西溪路360绿源电瓶车, Truth: 西溪路360号绿源电动车(西溪街道服务站), Distance: 999
Query: 钱江路和钱潮路交叉口东南90米钱江新城实验学校停车区(出入口, Truth: 钱潮路69钱江新城实验学校停车场(出入口), Distance: 22987
Query: 三各叔叔手工吐司附近丰巢智能快递柜, Truth: 文一西路857号智慧产业创业园B座丰巢快递柜, Distance: 189
Query: 康荣公寓北边长泰公寓, Truth: 滨康路55号(之江纺织旁)长泰公寓, Distance: 790
Query: 莲花峰路与虎跑路交叉口杭州动物园-小动物, Truth: 西湖街道杭州西湖风景名胜区杭州动物园杭州动物园-小动物乐园, Distance: 320
Query: 圆满路东侧停车点原舍, Truth: 绿荫街71-75号附近停车场(原舍花苑东北), Distance: 18588
Query: 鸿宁路1909号望京艺术中心C1, Truth: 宁围街道鸿宁路1909号望京空间艺术中心c1座望京空间艺术中心C1座, Distance: 14593
Query: 东新路与新西路交叉口附近宿舍14-2号, Truth: 东新路612新颜苑社区重机宿舍(东新路)附近重机宿舍14-2号, Distance: 10335
